,index,latitude,locationid,longitude,year,costs,trainees_total,trainees_pass
8381,8136,64.81388889,AK28,147.9186111,2000,4529,22842,120
8382,9136,64.81388889,AK28,147.9186111,2001,994,3640,50
8383,5136,64.81388889,AK28,147.9186111,2002,5229,66605,240
8384,10136,64.81388889,AK28,147.9186111,2003,342,14094,186
8385,11136,64.81388889,AK28,147.9186111,2004,6912,14058,141
8386,4136,64.81388889,AK28,147.9186111,2005,446,79128,790
8387,14136,64.81388889,AK28,147.9186111,2006,6525,28730,82
8388,1136,64.81388889,AK28,147.9186111,2007,254,20115,585
8389,6136,64.81388889,AK28,147.9186111,2008,3595,17309,192
8390,136,64.81388889,AK28,147.9186111,2009,3720,86922,91
8391,2136,64.81388889,AK28,147.9186111,2010,3060,15282,455
8392,12136,64.81388889,AK28,147.9186111,2011,1560,50464,83
8393,16136,64.81388889,AK28,147.9186111,2012,3400,6154,76
8394,7136,64.81388889,AK28,147.9186111,2013,783,21658,520
8395,15136,64.81388889,AK28,147.9186111,2014,1284,23864,414
8396,3136,64.81388889,AK28,147.9186111,2015,426,53618,504
8397,13136,64.81388889,AK28,147.9186111,2016,3700,47320,584
8398,9190,61.6125,AK29,149.8522222,2000,6006,64881,205
8399,8190,61.6125,AK29,149.8522222,2001,720,31920,51
8400,4190,61.6125,AK29,149.8522222,2002,8523,74690,240
8401,2190,61.6125,AK29,149.8522222,2003,836,43935,142
8402,190,61.6125,AK29,149.8522222,2004,4023,10692,36
8403,6190,61.6125,AK29,149.8522222,2005,278,16380,440
8404,1190,61.6125,AK29,149.8522222,2006,8280,74545,71
8405,12190,61.6125,AK29,149.8522222,2007,778,30825,630
8406,10190,61.6125,AK29,149.8522222,2008,4865,9614,74
8407,15190,61.6125,AK29,149.8522222,2009,3048,52371,51
8408,3190,61.6125,AK29,149.8522222,2010,9610,39906,371
8409,14190,61.6125,AK29,149.8522222,2011,1450,61864,22
8410,7190,61.6125,AK29,149.8522222,2012,1360,4658,28
8411,5190,61.6125,AK29,149.8522222,2013,465,6052,720
8412,13190,61.6125,AK29,149.8522222,2014,414,65740,306
8413,16190,61.6125,AK29,149.8522222,2015,686,81008,342
8414,11190,61.6125,AK29,149.8522222,2016,4795,41790,88
8415,3098,60.39111111,AK30,146.0975,2000,2002,59454,85
8416,98,60.39111111,AK30,146.0975,2001,1410,29960,65
8417,14098,60.39111111,AK30,146.0975,2002,8388,65373,220
8418,1098,60.39111111,AK30,146.0975,2003,1594,60465,126
8419,15098,60.39111111,AK30,146.0975,2004,6624,21879,132
8420,5098,60.39111111,AK30,146.0975,2005,148,80388,280
8421,7098,60.39111111,AK30,146.0975,2006,3609,68170,19
8422,4098,60.39111111,AK30,146.0975,2007,1564,13140,621
8423,9098,60.39111111,AK30,146.0975,2008,3110,9215,52
8424,6098,60.39111111,AK30,146.0975,2009,1368,33462,96
8425,16098,60.39111111,AK30,146.0975,2010,6560,11718,595
8426,2098,60.39111111,AK30,146.0975,2011,734,22040,5
8427,8098,60.39111111,AK30,146.0975,2012,3650,24276,320
8428,13098,60.39111111,AK30,146.0975,2013,901,32096,230
8429,11098,60.39111111,AK30,146.0975,2014,1692,33060,468
8430,12098,60.39111111,AK30,146.0975,2015,222,59511,216
8431,10098,60.39111111,AK30,146.0975,2016,2190,59850,72
8432,11263,61.41111111,AK31,143.0011111,2000,399,61803,310
8433,7263,61.41111111,AK31,143.0011111,2001,210,20685,4
8434,2263,61.41111111,AK31,143.0011111,2002,7317,20097,4
8435,15263,61.41111111,AK31,143.0011111,2003,8,70731,64
8436,16263,61.41111111,AK31,143.0011111,2004,27,38808,288
8437,13263,61.41111111,AK31,143.0011111,2005,1530,75600,580
8438,1263,61.41111111,AK31,143.0011111,2006,1566,52105,7
8439,263,61.41111111,AK31,143.0011111,2007,1122,7335,9
8440,10263,61.41111111,AK31,143.0011111,2008,4745,10108,180
8441,9263,61.41111111,AK31,143.0011111,2009,3316,32472,62
8442,6263,61.41111111,AK31,143.0011111,2010,2360,17550,140
8443,3263,61.41111111,AK31,143.0011111,2011,1648,44612,24
8444,5263,61.41111111,AK31,143.0011111,2012,1875,26622,172
8445,14263,61.41111111,AK31,143.0011111,2013,968,25534,850
8446,12263,61.41111111,AK31,143.0011111,2014,2121,22192,819
8447,8263,61.41111111,AK31,143.0011111,2015,1186,31623,99
8448,4263,61.41111111,AK31,143.0011111,2016,3095,67200,736
8449,2173,55.80138889,AK33,160.8991667,2000,1267,80271,270
8450,5173,55.80138889,AK33,160.8991667,2001,1586,25655,75
8451,11173,55.80138889,AK33,160.8991667,2002,3447,64911,188
8452,10173,55.80138889,AK33,160.8991667,2003,1230,37758,160
8453,14173,55.80138889,AK33,160.8991667,2004,6669,57717,222
8454,6173,55.80138889,AK33,160.8991667,2005,1176,81648,700
8455,7173,55.80138889,AK33,160.8991667,2006,4392,54400,32
8456,173,55.80138889,AK33,160.8991667,2007,1180,32490,486
8457,1173,55.80138889,AK33,160.8991667,2008,3735,8132,46
8458,16173,55.80138889,AK33,160.8991667,2009,728,56430,23
8459,8173,55.80138889,AK33,160.8991667,2010,1740,37854,616
8460,9173,55.80138889,AK33,160.8991667,2011,454,72124,93
8461,3173,55.80138889,AK33,160.8991667,2012,2260,21046,148
8462,13173,55.80138889,AK33,160.8991667,2013,673,29104,140
8463,15173,55.80138889,AK33,160.8991667,2014,1125,26068,468
8464,12173,55.80138889,AK33,160.8991667,2015,608,79348,468
8465,4173,55.80138889,AK33,160.8991667,2016,3295,53760,368
8466,3351,61.43611111,AK36,150.1222222,2000,1680,44145,195
8467,1351,61.43611111,AK36,150.1222222,2001,1340,4375,13
8468,4351,61.43611111,AK36,150.1222222,2002,3663,36036,20
8469,10351,61.43611111,AK36,150.1222222,2003,738,24447,8
8470,16351,61.43611111,AK36,150.1222222,2004,7794,19107,48
8471,11351,61.43611111,AK36,150.1222222,2005,1690,67704,70
8472,15351,61.43611111,AK36,150.1222222,2006,8487,35105,76
8473,6351,61.43611111,AK36,150.1222222,2007,1098,7335,693
8474,14351,61.43611111,AK36,150.1222222,2008,530,14839,124
8475,2351,61.43611111,AK36,150.1222222,2009,2540,51777,86
8476,5351,61.43611111,AK36,150.1222222,2010,2590,29214,623
8477,7351,61.43611111,AK36,150.1222222,2011,704,9880,22
8478,13351,61.43611111,AK36,150.1222222,2012,650,33796,160
8479,12351,61.43611111,AK36,150.1222222,2013,205,23188,110
8480,8351,61.43611111,AK36,150.1222222,2014,405,41800,846
8481,351,61.43611111,AK36,150.1222222,2015,1992,71131,153
8482,9351,61.43611111,AK36,150.1222222,2016,1915,40600,568
8483,420,60.69722222,AK39,150.18,2000,2751,21951,310
8484,10420,60.69722222,AK39,150.18,2001,248,20965,32
8485,6420,60.69722222,AK39,150.18,2002,3555,43967,256
8486,16420,60.69722222,AK39,150.18,2003,1080,38454,152
8487,8420,60.69722222,AK39,150.18,2004,7938,32373,141
8488,9420,60.69722222,AK39,150.18,2005,1906,23268,150
8489,7420,60.69722222,AK39,150.18,2006,8379,51850,75
8490,3420,60.69722222,AK39,150.18,2007,1664,43335,432
8491,14420,60.69722222,AK39,150.18,2008,2695,13870,54
8492,15420,60.69722222,AK39,150.18,2009,1208,77022,15
8493,12420,60.69722222,AK39,150.18,2010,3540,42822,364
8494,1420,60.69722222,AK39,150.18,2011,538,64372,94
8495,13420,60.69722222,AK39,150.18,2012,1420,31756,248
8496,4420,60.69722222,AK39,150.18,2013,251,26384,730
8497,5420,60.69722222,AK39,150.18,2014,63,27588,450
8498,11420,60.69722222,AK39,150.18,2015,504,80510,99
8499,2420,60.69722222,AK39,150.18,2016,4665,65100,768
8500,11265,63.22916667,AK40,154.7602778,2000,4025,35235,490
8501,6265,63.22916667,AK40,154.7602778,2001,1964,5950,5
8502,5265,63.22916667,AK40,154.7602778,2002,3456,37653,88
8503,2265,63.22916667,AK40,154.7602778,2003,188,67773,98
8504,10265,63.22916667,AK40,154.7602778,2004,261,45045,267
8505,8265,63.22916667,AK40,154.7602778,2005,644,20748,700
8506,16265,63.22916667,AK40,154.7602778,2006,1449,57290,60
8507,265,63.22916667,AK40,154.7602778,2007,1426,21555,405
8508,15265,63.22916667,AK40,154.7602778,2008,3900,2413,186
8509,13265,63.22916667,AK40,154.7602778,2009,2076,68112,83
8510,1265,63.22916667,AK40,154.7602778,2010,6230,15282,385
8511,12265,63.22916667,AK40,154.7602778,2011,460,41344,95
8512,3265,63.22916667,AK40,154.7602778,2012,625,26146,256
8513,14265,63.22916667,AK40,154.7602778,2013,775,26724,600
8514,4265,63.22916667,AK40,154.7602778,2014,477,32908,639
8515,9265,63.22916667,AK40,154.7602778,2015,1322,18675,567
8516,7265,63.22916667,AK40,154.7602778,2016,3650,45920,544
8517,10301,64.54388889,AK41,146.8441667,2000,6027,69417,315
8518,4301,64.54388889,AK41,146.8441667,2001,766,19880,68
8519,9301,64.54388889,AK41,146.8441667,2002,4689,45507,252
8520,3301,64.54388889,AK41,146.8441667,2003,656,38628,148
8521,15301,64.54388889,AK41,146.8441667,2004,5841,79200,147
8522,11301,64.54388889,AK41,146.8441667,2005,498,35532,740
8523,1301,64.54388889,AK41,146.8441667,2006,6606,18700,42
8524,13301,64.54388889,AK41,146.8441667,2007,732,36135,738
8525,5301,64.54388889,AK41,146.8441667,2008,4570,11248,76
8526,8301,64.54388889,AK41,146.8441667,2009,1072,24453,55
8527,7301,64.54388889,AK41,146.8441667,2010,1290,45900,490
8528,12301,64.54388889,AK41,146.8441667,2011,1662,16796,24
8529,2301,64.54388889,AK41,146.8441667,2012,3555,15572,56
8530,16301,64.54388889,AK41,146.8441667,2013,661,10948,430
8531,6301,64.54388889,AK41,146.8441667,2014,447,23636,675
8532,14301,64.54388889,AK41,146.8441667,2015,1252,63827,864
8533,301,64.54388889,AK41,146.8441667,2016,4755,36260,264
8534,14441,62.31888889,AK44,150.1161111,2000,6622,45522,110
8535,12441,62.31888889,AK44,150.1161111,2001,182,26635,89
8536,2441,62.31888889,AK44,150.1161111,2002,8748,52976,12
8537,4441,62.31888889,AK44,150.1161111,2003,1194,52461,102
8538,16441,62.31888889,AK44,150.1161111,2004,2637,94644,210
8539,10441,62.31888889,AK44,150.1161111,2005,1112,48552,960
8540,5441,62.31888889,AK44,150.1161111,2006,3483,34085,27
8541,1441,62.31888889,AK44,150.1161111,2007,1744,30285,27
8542,7441,62.31888889,AK44,150.1161111,2008,985,9082,110
8543,11441,62.31888889,AK44,150.1161111,2009,1384,51480,2
8544,8441,62.31888889,AK44,150.1161111,2010,1910,39744,497
8545,441,62.31888889,AK44,150.1161111,2011,452,30324,42
8546,15441,62.31888889,AK44,150.1161111,2012,4400,20230,360
8547,3441,62.31888889,AK44,150.1161111,2013,397,8772,710
8548,6441,62.31888889,AK44,150.1161111,2014,54,51452,180
8549,9441,62.31888889,AK44,150.1161111,2015,1394,40836,504
8550,13441,62.31888889,AK44,150.1161111,2016,570,51520,144
8551,11254,65.45611111,AK45,167.1755556,2000,721,49734,310
8552,4254,65.45611111,AK45,167.1755556,2001,1510,11340,22
8553,2254,65.45611111,AK45,167.1755556,2002,7992,53361,160
8554,5254,65.45611111,AK45,167.1755556,2003,1654,21576,20
8555,9254,65.45611111,AK45,167.1755556,2004,549,34749,204
8556,8254,65.45611111,AK45,167.1755556,2005,738,79884,750
8557,10254,65.45611111,AK45,167.1755556,2006,6255,48025,76
8558,254,65.45611111,AK45,167.1755556,2007,1328,26325,225
8559,1254,65.45611111,AK45,167.1755556,2008,4595,6042,102
8560,14254,65.45611111,AK45,167.1755556,2009,3948,77814,31
8561,6254,65.45611111,AK45,167.1755556,2010,4610,13230,504
8562,13254,65.45611111,AK45,167.1755556,2011,1870,74176,3
8563,16254,65.45611111,AK45,167.1755556,2012,450,7752,156
8564,15254,65.45611111,AK45,167.1755556,2013,675,4488,560
8565,7254,65.45611111,AK45,167.1755556,2014,801,36556,522
8566,12254,65.45611111,AK45,167.1755556,2015,966,47476,378
8567,3254,65.45611111,AK45,167.1755556,2016,1820,42280,400
8568,2315,61.62888889,AK46,149.0433333,2000,3339,53946,65
8569,3315,61.62888889,AK46,149.0433333,2001,904,24115,75
8570,12315,61.62888889,AK46,149.0433333,2002,3339,13937,312
8571,9315,61.62888889,AK46,149.0433333,2003,1830,51417,84
8572,4315,61.62888889,AK46,149.0433333,2004,549,51282,36
8573,16315,61.62888889,AK46,149.0433333,2005,776,12852,540
8574,15315,61.62888889,AK46,149.0433333,2006,3528,56355,54
8575,315,61.62888889,AK46,149.0433333,2007,810,24255,828
8576,8315,61.62888889,AK46,149.0433333,2008,3070,8284,110
8577,5315,61.62888889,AK46,149.0433333,2009,2184,56232,99
8578,6315,61.62888889,AK46,149.0433333,2010,4460,45198,217
8579,13315,61.62888889,AK46,149.0433333,2011,1852,28044,79
8580,7315,61.62888889,AK46,149.0433333,2012,1840,26418,232
8581,11315,61.62888889,AK46,149.0433333,2013,987,30260,610
8582,10315,61.62888889,AK46,149.0433333,2014,426,75164,261
8583,1315,61.62888889,AK46,149.0433333,2015,344,64159,18
8584,14315,61.62888889,AK46,149.0433333,2016,4325,48300,480
8585,510,61.58555556,AK47,149.5633333,2000,2002,60912,220
8586,4510,61.58555556,AK47,149.5633333,2001,808,27615,52
8587,7510,61.58555556,AK47,149.5633333,2002,4950,22099,172
8588,13510,61.58555556,AK47,149.5633333,2003,1724,30276,100
8589,2510,61.58555556,AK47,149.5633333,2004,1224,53757,60
8590,3510,61.58555556,AK47,149.5633333,2005,1924,13608,450
8591,6510,61.58555556,AK47,149.5633333,2006,2340,74800,55
8592,12510,61.58555556,AK47,149.5633333,2007,466,5715,837
8593,1510,61.58555556,AK47,149.5633333,2008,3220,17974,32
8594,10510,61.58555556,AK47,149.5633333,2009,2428,44352,75
8595,5510,61.58555556,AK47,149.5633333,2010,9990,32508,658
8596,15510,61.58555556,AK47,149.5633333,2011,1164,57532,64
8597,14510,61.58555556,AK47,149.5633333,2012,100,29818,312
8598,16510,61.58555556,AK47,149.5633333,2013,323,4488,40
8599,9510,61.58555556,AK47,149.5633333,2014,1521,31464,225
8600,11510,61.58555556,AK47,149.5633333,2015,826,79265,45
8601,8510,61.58555556,AK47,149.5633333,2016,1810,45990,280
8602,2447,65.67916667,AK49,164.7988889,2000,861,76869,55
8603,13447,65.67916667,AK49,164.7988889,2001,1654,9380,89
8604,7447,65.67916667,AK49,164.7988889,2002,4842,76923,240
8605,1447,65.67916667,AK49,164.7988889,2003,464,87000,14
8606,447,65.67916667,AK49,164.7988889,2004,4950,89496,63
8607,5447,65.67916667,AK49,164.7988889,2005,1820,28728,690
8608,9447,65.67916667,AK49,164.7988889,2006,7848,28050,18
8609,11447,65.67916667,AK49,164.7988889,2007,976,27900,738
8610,14447,65.67916667,AK49,164.7988889,2008,2280,2432,62
8611,12447,65.67916667,AK49,164.7988889,2009,3628,43362,45
8612,8447,65.67916667,AK49,164.7988889,2010,1570,26136,91
8613,10447,65.67916667,AK49,164.7988889,2011,30,16644,15
8614,4447,65.67916667,AK49,164.7988889,2012,1060,32912,24
8615,15447,65.67916667,AK49,164.7988889,2013,527,26520,910
8616,3447,65.67916667,AK49,164.7988889,2014,2928,72428,747
8617,6447,65.67916667,AK49,164.7988889,2015,72,50298,657
8618,16447,65.67916667,AK49,164.7988889,2016,4745,67130,736
8619,333,61.55444444,AK50,149.1444444,2000,6601,21465,315
8620,2333,61.55444444,AK50,149.1444444,2001,568,7665,77
8621,10333,61.55444444,AK50,149.1444444,2002,3906,51590,56
8622,9333,61.55444444,AK50,149.1444444,2003,220,44196,198
8623,5333,61.55444444,AK50,149.1444444,2004,909,33066,60
8624,4333,61.55444444,AK50,149.1444444,2005,726,71148,640
8625,14333,61.55444444,AK50,149.1444444,2006,8757,54570,58
8626,13333,61.55444444,AK50,149.1444444,2007,1960,42480,450
8627,1333,61.55444444,AK50,149.1444444,2008,4295,2337,22
8628,11333,61.55444444,AK50,149.1444444,2009,2496,53361,85
8629,7333,61.55444444,AK50,149.1444444,2010,650,21600,168
8630,15333,61.55444444,AK50,149.1444444,2011,820,43928,16
8631,6333,61.55444444,AK50,149.1444444,2012,855,8636,160
8632,16333,61.55444444,AK50,149.1444444,2013,940,23290,960
8633,12333,61.55444444,AK50,149.1444444,2014,252,58444,414
8634,8333,61.55444444,AK50,149.1444444,2015,1888,27473,234
8635,3333,61.55444444,AK50,149.1444444,2016,545,22960,120
8636,14358,60.19861111,AK51,154.3247222,2000,1050,79056,380
8637,13358,60.19861111,AK51,154.3247222,2001,838,21910,53
8638,8358,60.19861111,AK51,154.3247222,2002,6615,50974,40
8639,15358,60.19861111,AK51,154.3247222,2003,246,81867,162
8640,11358,60.19861111,AK51,154.3247222,2004,3411,44748,183
8641,1358,60.19861111,AK51,154.3247222,2005,946,78708,670
8642,5358,60.19861111,AK51,154.3247222,2006,2862,15300,19
8643,3358,60.19861111,AK51,154.3247222,2007,1690,16515,423
8644,4358,60.19861111,AK51,154.3247222,2008,250,13794,44
8645,12358,60.19861111,AK51,154.3247222,2009,2712,15741,53
8646,10358,60.19861111,AK51,154.3247222,2010,740,37206,644
8647,2358,60.19861111,AK51,154.3247222,2011,970,36328,66
8648,358,60.19861111,AK51,154.3247222,2012,4790,7378,328
8649,9358,60.19861111,AK51,154.3247222,2013,758,26486,750
8650,16358,60.19861111,AK51,154.3247222,2014,2463,46360,378
8651,7358,60.19861111,AK51,154.3247222,2015,1802,60839,720
8652,6358,60.19861111,AK51,154.3247222,2016,2665,37170,280
8653,2144,64.88888889,AK52,147.5355556,2000,3094,18063,115
8654,6144,64.88888889,AK52,147.5355556,2001,1318,19495,49
8655,5144,64.88888889,AK52,147.5355556,2002,5049,23947,12
8656,1144,64.88888889,AK52,147.5355556,2003,1876,10962,160
8657,14144,64.88888889,AK52,147.5355556,2004,36,11880,264
8658,4144,64.88888889,AK52,147.5355556,2005,146,81144,320
8659,7144,64.88888889,AK52,147.5355556,2006,1035,73355,15
8660,11144,64.88888889,AK52,147.5355556,2007,1666,28620,783
8661,9144,64.88888889,AK52,147.5355556,2008,555,17974,24
8662,13144,64.88888889,AK52,147.5355556,2009,1044,92070,23
8663,3144,64.88888889,AK52,147.5355556,2010,3210,33264,602
8664,8144,64.88888889,AK52,147.5355556,2011,1778,53352,68
8665,15144,64.88888889,AK52,147.5355556,2012,4150,25942,240
8666,12144,64.88888889,AK52,147.5355556,2013,108,10744,370
8667,144,64.88888889,AK52,147.5355556,2014,252,70148,378
8668,16144,64.88888889,AK52,147.5355556,2015,1976,81755,189
8669,10144,64.88888889,AK52,147.5355556,2016,245,66570,504
8670,12320,61.58222222,AK53,148.9969444,2000,3171,12798,15
8671,6320,61.58222222,AK53,148.9969444,2001,1252,27860,85
8672,16320,61.58222222,AK53,148.9969444,2002,837,47740,164
8673,3320,61.58222222,AK53,148.9969444,2003,206,49068,196
8674,7320,61.58222222,AK53,148.9969444,2004,3627,22374,291
8675,8320,61.58222222,AK53,148.9969444,2005,214,68544,760
8676,13320,61.58222222,AK53,148.9969444,2006,1602,42160,33
8677,320,61.58222222,AK53,148.9969444,2007,462,8775,585
8678,1320,61.58222222,AK53,148.9969444,2008,4555,13091,6
8679,15320,61.58222222,AK53,148.9969444,2009,168,48708,22
8680,14320,61.58222222,AK53,148.9969444,2010,9680,21438,644
8681,2320,61.58222222,AK53,148.9969444,2011,570,25916,55
8682,11320,61.58222222,AK53,148.9969444,2012,3195,20400,112
8683,5320,61.58222222,AK53,148.9969444,2013,845,11050,970
8684,4320,61.58222222,AK53,148.9969444,2014,1752,52288,900
8685,9320,61.58222222,AK53,148.9969444,2015,426,54863,45
8686,10320,61.58222222,AK53,148.9969444,2016,4940,53060,760
8687,8514,61.59333333,AK54,149.3261111,2000,4956,67716,425
8688,13514,61.59333333,AK54,149.3261111,2001,1012,22820,16
8689,1514,61.59333333,AK54,149.3261111,2002,3609,64680,32
8690,10514,61.59333333,AK54,149.3261111,2003,1972,44109,6
8691,5514,61.59333333,AK54,149.3261111,2004,3294,50292,105
8692,4514,61.59333333,AK54,149.3261111,2005,1274,56364,650
8693,7514,61.59333333,AK54,149.3261111,2006,3600,15385,97
8694,15514,61.59333333,AK54,149.3261111,2007,10,16830,351
8695,3514,61.59333333,AK54,149.3261111,2008,2870,12939,114
8696,6514,61.59333333,AK54,149.3261111,2009,220,46926,3
8697,514,61.59333333,AK54,149.3261111,2010,9050,21006,133
8698,2514,61.59333333,AK54,149.3261111,2011,330,47424,25
8699,12514,61.59333333,AK54,149.3261111,2012,4380,30328,4
8700,11514,61.59333333,AK54,149.3261111,2013,314,21556,970
8701,9514,61.59333333,AK54,149.3261111,2014,1863,54036,333
8702,16514,61.59333333,AK54,149.3261111,2015,1408,30295,810
8703,14514,61.59333333,AK54,149.3261111,2016,645,28630,696
8704,7405,60.48916667,AK55,150.8016667,2000,238,39690,125
8705,11405,60.48916667,AK55,150.8016667,2001,972,30380,58
8706,10405,60.48916667,AK55,150.8016667,2002,2583,62601,280
8707,16405,60.48916667,AK55,150.8016667,2003,972,10875,34
8708,4405,60.48916667,AK55,150.8016667,2004,6372,30492,219
8709,8405,60.48916667,AK55,150.8016667,2005,1786,43596,100
8710,405,60.48916667,AK55,150.8016667,2006,1260,11305,15
8711,6405,60.48916667,AK55,150.8016667,2007,102,10890,243
8712,14405,60.48916667,AK55,150.8016667,2008,4320,9101,186
8713,1405,60.48916667,AK55,150.8016667,2009,2108,11880,46
8714,3405,60.48916667,AK55,150.8016667,2010,9070,32832,539
8715,2405,60.48916667,AK55,150.8016667,2011,1860,47348,25
8716,12405,60.48916667,AK55,150.8016667,2012,4025,4692,300
8717,13405,60.48916667,AK55,150.8016667,2013,861,21828,720
8718,9405,60.48916667,AK55,150.8016667,2014,1431,75240,90
8719,15405,60.48916667,AK55,150.8016667,2015,1306,33366,423
8720,5405,60.48916667,AK55,150.8016667,2016,2085,45360,8
8721,10487,61.54,AK58,149.5488889,2000,4956,27540,470
8722,16487,61.54,AK58,149.5488889,2001,266,24185,25
8723,15487,61.54,AK58,149.5488889,2002,3654,36036,24
8724,9487,61.54,AK58,149.5488889,2003,84,26883,2
8725,11487,61.54,AK58,149.5488889,2004,8208,89694,30
8726,5487,61.54,AK58,149.5488889,2005,1114,41160,920
8727,487,61.54,AK58,149.5488889,2006,7461,40800,9
8728,13487,61.54,AK58,149.5488889,2007,1312,19080,18
8729,7487,61.54,AK58,149.5488889,2008,3980,18620,114
8730,2487,61.54,AK58,149.5488889,2009,456,76032,29
8731,14487,61.54,AK58,149.5488889,2010,4000,27000,476
8732,6487,61.54,AK58,149.5488889,2011,1874,43548,9
8733,8487,61.54,AK58,149.5488889,2012,3410,33184,188
8734,1487,61.54,AK58,149.5488889,2013,416,22406,590
8735,4487,61.54,AK58,149.5488889,2014,2415,35568,495
8736,3487,61.54,AK58,149.5488889,2015,1838,61752,117
8737,12487,61.54,AK58,149.5488889,2016,2355,49420,416
8738,2428,61.79111111,AK59,148.3516667,2000,2219,76221,455
8739,1428,61.79111111,AK59,148.3516667,2001,506,24290,36
8740,428,61.79111111,AK59,148.3516667,2002,3969,16247,12
8741,6428,61.79111111,AK59,148.3516667,2003,1572,60987,74
8742,10428,61.79111111,AK59,148.3516667,2004,918,30690,171
8743,8428,61.79111111,AK59,148.3516667,2005,700,79716,830
8744,14428,61.79111111,AK59,148.3516667,2006,4599,82620,61
8745,12428,61.79111111,AK59,148.3516667,2007,132,44595,792
8746,9428,61.79111111,AK59,148.3516667,2008,4910,12274,126
8747,11428,61.79111111,AK59,148.3516667,2009,1260,18414,53
8748,5428,61.79111111,AK59,148.3516667,2010,9850,13176,329
8749,13428,61.79111111,AK59,148.3516667,2011,1586,46892,65
8750,3428,61.79111111,AK59,148.3516667,2012,80,33762,156
8751,4428,61.79111111,AK59,148.3516667,2013,370,8840,600
8752,15428,61.79111111,AK59,148.3516667,2014,921,23408,567
8753,7428,61.79111111,AK59,148.3516667,2015,958,76360,666
8754,16428,61.79111111,AK59,148.3516667,2016,3400,38150,360
8755,14201,57.885,AK60,157.0969444,2000,6405,23571,150
8756,8201,57.885,AK60,157.0969444,2001,1524,33390,43
8757,7201,57.885,AK60,157.0969444,2002,3042,59290,384
8758,16201,57.885,AK60,157.0969444,2003,1384,82389,60
8759,6201,57.885,AK60,157.0969444,2004,3150,79794,111
8760,3201,57.885,AK60,157.0969444,2005,122,20412,540
8761,13201,57.885,AK60,157.0969444,2006,5634,8585,87
8762,2201,57.885,AK60,157.0969444,2007,1814,30780,828
8763,5201,57.885,AK60,157.0969444,2008,1360,17898,118
8764,9201,57.885,AK60,157.0969444,2009,2160,67122,82
8765,10201,57.885,AK60,157.0969444,2010,8080,10098,238
8766,12201,57.885,AK60,157.0969444,2011,1034,30932,38
8767,1201,57.885,AK60,157.0969444,2012,4875,6562,280
8768,201,57.885,AK60,157.0969444,2013,797,22270,780
8769,4201,57.885,AK60,157.0969444,2014,2430,21584,684
8770,15201,57.885,AK60,157.0969444,2015,268,26809,594
8771,11201,57.885,AK60,157.0969444,2016,1075,67410,312
8772,16439,62.69972222,AK61,148.9075,2000,3416,56457,75
8773,15439,62.69972222,AK61,148.9075,2001,1462,13230,30
8774,439,62.69972222,AK61,148.9075,2002,1701,65450,180
8775,4439,62.69972222,AK61,148.9075,2003,1438,59334,58
8776,13439,62.69972222,AK61,148.9075,2004,4941,73359,129
8777,7439,62.69972222,AK61,148.9075,2005,82,72912,280
8778,10439,62.69972222,AK61,148.9075,2006,4698,43180,92
8779,1439,62.69972222,AK61,148.9075,2007,1136,40995,378
8780,9439,62.69972222,AK61,148.9075,2008,3550,4598,144
8781,2439,62.69972222,AK61,148.9075,2009,180,39402,10
8782,5439,62.69972222,AK61,148.9075,2010,4330,34074,623
8783,12439,62.69972222,AK61,148.9075,2011,1612,58900,51
8784,8439,62.69972222,AK61,148.9075,2012,3005,9316,140
8785,11439,62.69972222,AK61,148.9075,2013,144,31246,320
8786,3439,62.69972222,AK61,148.9075,2014,492,74708,477
8787,14439,62.69972222,AK61,148.9075,2015,946,55444,585
8788,6439,62.69972222,AK61,148.9075,2016,1045,44240,336
8789,13332,61.58861111,AK63,149.1425,2000,5159,59211,45
8790,10332,61.58861111,AK63,149.1425,2001,1454,18760,60
8791,2332,61.58861111,AK63,149.1425,2002,2313,57057,248
8792,8332,61.58861111,AK63,149.1425,2003,1354,81171,186
8793,5332,61.58861111,AK63,149.1425,2004,6156,49302,72
8794,3332,61.58861111,AK63,149.1425,2005,1578,81984,440
8795,1332,61.58861111,AK63,149.1425,2006,4104,37145,45
8796,4332,61.58861111,AK63,149.1425,2007,466,38520,486
8797,16332,61.58861111,AK63,149.1425,2008,3935,5700,36
8798,7332,61.58861111,AK63,149.1425,2009,128,55242,83
8799,15332,61.58861111,AK63,149.1425,2010,4280,39852,182
8800,332,61.58861111,AK63,149.1425,2011,244,70452,91
8801,12332,61.58861111,AK63,149.1425,2012,3530,31688,312
8802,9332,61.58861111,AK63,149.1425,2013,960,21012,360
8803,14332,61.58861111,AK63,149.1425,2014,252,36252,522
8804,6332,61.58861111,AK63,149.1425,2015,318,26062,189
8805,11332,61.58861111,AK63,149.1425,2016,1015,51730,208
8806,7448,60.86777778,AK64,157.3919444,2000,3899,8100,425
8807,8448,60.86777778,AK64,157.3919444,2001,718,16415,89
8808,15448,60.86777778,AK64,157.3919444,2002,1872,40733,316
8809,13448,60.86777778,AK64,157.3919444,2003,340,66207,8
8810,4448,60.86777778,AK64,157.3919444,2004,4392,94644,219
8811,1448,60.86777778,AK64,157.3919444,2005,1412,77952,760
8812,6448,60.86777778,AK64,157.3919444,2006,5373,30770,91
8813,14448,60.86777778,AK64,157.3919444,2007,814,26370,18
